date,order_id,customer_id,product_id,quantity,rating
2024-12-25,5052,88,101,1,4
2024-12-25,5053,50,102,1,4
2024-12-25,5053,50,101,1,4
2024-12-25,5054,60,103,1,5
2024-12-25,5055,33,104,1,5
2024-12-25,5056,2,104,1,5
2024-12-25,5057,93,104,1,3
2024-12-25,5058,88,104,1,5
2024-12-25,5059,97,105,1,4
2024-12-25,5060,99,106,1,5
2024-12-25,5060,99,104,1,5
2024-12-26,5061,38,101,1,4
2024-12-26,5062,21,101,1,4
2024-12-26,5063,1,101,1,5
2024-12-26,5064,93,101,1,4
2024-12-26,5065,65,101,1,3
2024-12-26,5066,65,101,1,3
2024-12-26,5067,81,101,1,4
2024-12-26,5068,82,101,1,5
2024-12-26,5069,78,101,1,3
2024-12-26,5070,20,101,1,4
2024-12-26,5071,98,101,1,3
2024-12-26,5072,70,102,1,5
2024-12-26,5073,77,102,1,4
2024-12-26,5073,77,101,1,4
2024-12-26,5074,15,102,1,4
2024-12-26,5075,40,102,1,3
2024-12-26,5075,40,101,1,4
2024-12-26,5076,73,103,1,3
2024-12-26,5077,11,103,1,5
2024-12-26,5078,63,104,1,3
2024-12-26,5079,98,104,1,5
2024-12-26,5080,99,105,1,3
2024-12-26,5081,17,105,1,5
2024-12-26,5082,61,108,1,5
2024-12-26,5083,22,108,1,4
2024-12-27,5084,68,101,1,5
2024-12-27,5085,55,101,1,3
2024-12-27,5086,70,101,1,5
2024-12-27,5087,89,101,1,3
2024-12-27,5088,92,101,1,4
2024-12-27,5089,52,101,1,5
2024-12-27,5090,84,101,1,4
2024-12-27,5091,57,101,1,5
2024-12-27,5092,58,101,1,3
2024-12-27,5093,32,101,1,3
2024-12-27,5094,9,102,1,4
2024-12-27,5094,9,101,1,4
2024-12-27,5095,71,102,1,3
2024-12-27,5095,71,101,1,4
2024-12-27,5096,1,102,1,3
2024-12-27,5096,1,101,1,4
2024-12-27,5097,8,102,1,3
2024-12-27,5097,8,101,1,4
2024-12-27,5098,5,102,1,4
2024-12-27,5098,5,101,1,4
2024-12-27,5099,31,104,1,4
2024-12-27,5100,86,104,1,4
2024-12-27,5101,28,105,1,5
2024-12-27,5102,17,105,1,5
2024-12-27,5103,74,106,1,5
2024-12-27,5103,74,104,1,5
2024-12-27,5104,61,106,1,4
2024-12-27,5104,61,104,1,5
2024-12-28,5105,13,101,1,5
2024-12-28,5106,56,101,1,4
2024-12-28,5107,55,101,1,4
2024-12-28,5108,60,101,1,5
2024-12-28,5109,7,102,1,5
2024-12-28,5109,7,101,1,4
2024-12-28,5110,83,102,1,3
2024-12-28,5110,83,101,1,4
2024-12-28,5111,94,102,1,4
2024-12-28,5112,14,102,1,3
2024-12-28,5112,14,101,1,4
2024-12-28,5113,69,102,1,4
2024-12-28,5113,69,101,1,4
2024-12-28,5114,24,102,1,4
2024-12-28,5114,24,101,1,4
2024-12-28,5115,10,102,1,4
2024-12-28,5116,71,102,1,3
2024-12-28,5116,71,101,1,4
2024-12-28,5117,70,102,1,3
2024-12-28,5118,97,103,1,3
2024-12-28,5119,22,103,1,4
2024-12-28,5120,63,103,1,4
2024-12-28,5121,28,104,1,4
2024-12-28,5122,8,105,1,3
2024-12-28,5123,49,105,1,3
2024-12-28,5124,50,108,1,4
2024-12-29,5125,59,101,1,4
2024-12-29,5126,55,101,1,5
2024-12-29,5127,94,101,1,5
2024-12-29,5128,85,101,1,5
2024-12-29,5129,63,101,1,3
2024-12-29,5130,25,101,1,4
2024-12-29,5131,28,101,1,3
2024-12-29,5132,75,101,1,5
2024-12-29,5133,70,102,1,3
2024-12-29,5133,70,101,1,4
2024-12-29,5134,8,102,1,3
2024-12-29,5134,8,101,1,4
2024-12-29,5135,65,102,1,5
2024-12-29,5135,65,101,1,4
2024-12-29,5136,66,102,1,3
2024-12-29,5137,9,102,1,5
2024-12-29,5137,9,101,1,4
2024-12-29,5138,31,102,1,4
2024-12-29,5138,31,101,1,4
2024-12-29,5139,73,102,1,3
2024-12-29,5139,73,101,1,4
2024-12-29,5140,6,102,1,5
2024-12-29,5140,6,101,1,4
2024-12-29,5141,85,102,1,5
2024-12-29,5141,85,101,1,4
2024-12-29,5142,41,103,1,4
2024-12-29,5143,27,103,1,5
2024-12-29,5144,92,103,1,4
2024-12-29,5145,31,103,1,4
2024-12-29,5146,51,104,1,3
2024-12-29,5147,86,104,1,5
2024-12-29,5148,39,104,1,4
2024-12-29,5149,41,104,1,3
2024-12-29,5150,2,104,1,4
2024-12-29,5151,80,105,1,5
2024-12-29,5152,13,105,1,3
2024-12-29,5153,69,108,1,3
2024-12-30,5154,65,101,1,4
2024-12-30,5155,17,101,1,4
2024-12-30,5156,9,101,1,3
2024-12-30,5157,48,101,1,4
2024-12-30,5158,21,101,1,4
2024-12-30,5159,70,101,1,5
2024-12-30,5160,39,101,1,5
2024-12-30,5161,84,101,1,5
2024-12-30,5162,2,101,1,5
2024-12-30,5163,71,102,1,4
2024-12-30,5164,14,102,1,3
2024-12-30,5164,14,101,1,4
2024-12-30,5165,14,102,1,5
2024-12-30,5165,14,101,1,4
2024-12-30,5166,35,102,1,4
2024-12-30,5166,35,101,1,4
2024-12-30,5167,92,102,1,4
2024-12-30,5167,92,101,1,4
2024-12-30,5168,82,102,1,4
2024-12-30,5168,82,101,1,4
2024-12-30,5169,33,102,1,3
2024-12-30,5169,33,101,1,4
2024-12-30,5170,55,102,1,4
2024-12-30,5170,55,101,1,4
2024-12-30,5171,43,103,1,3
2024-12-30,5172,82,103,1,4
2024-12-30,5173,21,103,1,5
2024-12-30,5174,57,103,1,5
2024-12-30,5175,91,104,1,4
2024-12-30,5176,72,105,1,3
2024-12-30,5177,15,105,1,3
2024-12-30,5178,89,108,1,3
2024-12-30,5179,70,108,1,3
2024-12-30,5180,48,108,1,5
2024-12-31,5181,71,101,1,3
2024-12-31,5182,56,101,1,3
2024-12-31,5183,6,101,1,4
2024-12-31,5184,47,101,1,3
2024-12-31,5185,46,101,1,3
2024-12-31,5186,88,101,1,3
2024-12-31,5187,86,101,1,3
2024-12-31,5188,46,101,1,5
2024-12-31,5189,53,101,1,5
2024-12-31,5190,96,102,1,3
2024-12-31,5191,31,102,1,3
2024-12-31,5192,23,102,1,4
2024-12-31,5192,23,101,1,4
2024-12-31,5193,95,102,1,4
2024-12-31,5193,95,101,1,4
2024-12-31,5194,53,102,1,5
2024-12-31,5195,32,102,1,4
2024-12-31,5195,32,101,1,4
2024-12-31,5196,90,102,1,3
2024-12-31,5196,90,101,1,4
2024-12-31,5197,5,102,1,4
2024-12-31,5197,5,101,1,4
2024-12-31,5198,59,103,1,4
2024-12-31,5199,40,103,1,3
2024-12-31,5200,29,103,1,3
2024-12-31,5201,85,103,1,3
2024-12-31,5202,52,103,1,4
2024-12-31,5203,36,104,1,3
2024-12-31,5204,99,104,1,4
2024-12-31,5205,45,104,1,5
2024-12-31,5206,66,104,1,4
2024-12-31,5207,87,104,1,5
2024-12-31,5208,43,105,1,3
2024-12-31,5209,15,105,1,4
2024-12-31,5210,23,105,1,5
2024-12-31,5211,34,105,1,3
2024-12-31,5212,14,105,1,5
2025-01-01,5213,56,101,1,4
2025-01-01,5214,94,101,1,4
2025-01-01,5215,56,101,1,5
2025-01-01,5216,66,101,1,3
2025-01-01,5217,50,101,1,5
2025-01-01,5218,25,101,1,4
2025-01-01,5219,6,102,1,5
2025-01-01,5219,6,101,1,4
2025-01-01,5220,67,102,1,5
2025-01-01,5220,67,101,1,4
2025-01-01,5221,95,102,1,5
2025-01-01,5221,95,101,1,4
2025-01-01,5222,47,102,1,4
2025-01-01,5222,47,101,1,4
2025-01-01,5223,86,102,1,4
2025-01-01,5223,86,101,1,4
2025-01-01,5224,85,102,1,3
2025-01-01,5224,85,101,1,4
2025-01-01,5225,39,103,1,5
2025-01-01,5226,40,105,1,5
2025-01-01,5227,53,105,1,4
2025-01-01,5228,52,105,1,5
2025-01-01,5229,38,106,1,5
2025-01-01,5229,38,104,1,5
2025-01-01,5230,54,108,1,5
2025-01-02,5231,49,101,1,5
2025-01-02,5232,96,101,1,3
2025-01-02,5233,79,101,1,5
2025-01-02,5234,39,101,1,4
2025-01-02,5235,71,101,1,3
2025-01-02,5236,39,101,1,4
2025-01-02,5237,27,102,1,4
2025-01-02,5237,27,101,1,4
2025-01-02,5238,78,102,1,5
2025-01-02,5238,78,101,1,4
2025-01-02,5239,57,102,1,4
2025-01-02,5239,57,101,1,4
2025-01-02,5240,66,102,1,4
2025-01-02,5240,66,101,1,4
2025-01-02,5241,95,102,1,3
2025-01-02,5241,95,101,1,4
2025-01-02,5242,37,102,1,5
2025-01-02,5242,37,101,1,4
2025-01-02,5243,80,102,1,4
2025-01-02,5243,80,101,1,4
2025-01-02,5244,97,102,1,3
2025-01-02,5244,97,101,1,4
2025-01-02,5245,29,102,1,3
2025-01-02,5245,29,101,1,4
2025-01-02,5246,6,103,1,3
2025-01-02,5247,61,103,1,5
2025-01-02,5248,99,104,1,3
2025-01-02,5249,59,104,1,4
2025-01-02,5250,81,108,1,5
2025-01-03,5251,25,101,1,5
2025-01-03,5252,90,101,1,4
2025-01-03,5253,64,101,1,4
2025-01-03,5254,32,101,1,3
2025-01-03,5255,84,101,1,5
2025-01-03,5256,1,101,1,3
2025-01-03,5257,100,102,1,4
2025-01-03,5257,100,101,1,4
2025-01-03,5258,90,102,1,5
2025-01-03,5258,90,101,1,4
2025-01-03,5259,72,102,1,3
2025-01-03,5260,16,102,1,4
2025-01-03,5260,16,101,1,4
2025-01-03,5261,60,102,1,5
2025-01-03,5261,60,101,1,4
2025-01-03,5262,72,102,1,5
2025-01-03,5262,72,101,1,4
2025-01-03,5263,97,102,1,4
2025-01-03,5263,97,101,1,4
2025-01-03,5264,93,102,1,5
2025-01-03,5264,93,101,1,4
2025-01-03,5265,71,104,1,4
2025-01-03,5266,21,105,1,5
2025-01-03,5267,61,105,1,4
2025-01-03,5268,34,105,1,3
2025-01-04,5269,82,101,1,4
2025-01-04,5270,99,101,1,5
2025-01-04,5271,63,101,1,5
2025-01-04,5272,31,101,1,4
2025-01-04,5273,57,101,1,3
2025-01-04,5274,92,101,1,4
2025-01-04,5275,31,101,1,4
2025-01-04,5276,43,102,1,4
2025-01-04,5277,11,102,1,3
2025-01-04,5277,11,101,1,4
2025-01-04,5278,50,102,1,5
2025-01-04,5278,50,101,1,4
2025-01-04,5279,28,102,1,3
2025-01-04,5279,28,101,1,4
2025-01-04,5280,43,102,1,5
2025-01-04,5280,43,101,1,4
2025-01-04,5281,8,103,1,3
2025-01-04,5282,54,103,1,4
2025-01-04,5283,99,104,1,5
2025-01-04,5284,90,104,1,3
2025-01-04,5285,98,104,1,5
2025-01-04,5286,49,104,1,4
2025-01-04,5287,1,104,1,4
2025-01-04,5288,39,105,1,4
2025-01-04,5289,54,107,1,5
2025-01-05,5290,70,101,1,5
2025-01-05,5291,29,101,1,4
2025-01-05,5292,29,101,1,4
2025-01-05,5293,56,101,1,4
2025-01-05,5294,4,101,1,4
2025-01-05,5295,44,101,1,5
2025-01-05,5296,87,101,1,4
2025-01-05,5297,93,101,1,3
2025-01-05,5298,60,101,1,3
2025-01-05,5299,80,101,1,5
2025-01-05,5300,4,101,1,4
2025-01-05,5301,76,101,1,5
2025-01-05,5302,85,101,1,3
2025-01-05,5303,11,102,1,5
2025-01-05,5303,11,101,1,4
2025-01-05,5304,60,102,1,3
2025-01-05,5304,60,101,1,4
2025-01-05,5305,49,102,1,4
2025-01-05,5305,49,101,1,4
2025-01-05,5306,42,103,1,4
2025-01-05,5307,98,103,1,4
2025-01-05,5308,36,103,1,4
2025-01-05,5309,33,103,1,3
2025-01-05,5310,61,103,1,3
2025-01-05,5311,96,104,1,5
2025-01-05,5312,7,104,1,4
2025-01-05,5313,29,104,1,5
2025-01-05,5314,9,105,1,5
2025-01-06,5315,6,101,1,3
2025-01-06,5316,32,101,1,3
2025-01-06,5317,3,101,1,5
2025-01-06,5318,20,101,1,3
2025-01-06,5319,17,101,1,4
2025-01-06,5320,86,101,1,3
2025-01-06,5321,73,101,1,3
2025-01-06,5322,60,102,1,5
2025-01-06,5322,60,101,1,4
2025-01-06,5323,48,102,1,3
2025-01-06,5323,48,101,1,4
2025-01-06,5324,96,102,1,5
2025-01-06,5324,96,101,1,4
2025-01-06,5325,21,102,1,4
2025-01-06,5325,21,101,1,4
2025-01-06,5326,4,102,1,4
2025-01-06,5326,4,101,1,4
2025-01-06,5327,49,104,1,4
2025-01-06,5328,92,104,1,3
2025-01-06,5329,10,104,1,5
2025-01-06,5330,89,105,1,5
2025-01-06,5331,32,105,1,3
2025-01-06,5332,90,105,1,4
2025-01-06,5333,88,105,1,5
2025-01-07,5334,16,101,1,5
2025-01-07,5335,6,101,1,4
2025-01-07,5336,69,101,1,4
2025-01-07,5337,85,101,1,4
2025-01-07,5338,9,102,1,5
2025-01-07,5338,9,101,1,4
2025-01-07,5339,2,102,1,4
2025-01-07,5340,14,102,1,4
2025-01-07,5341,82,102,1,4
2025-01-07,5341,82,101,1,4
2025-01-07,5342,56,102,1,3
2025-01-07,5342,56,101,1,4
2025-01-07,5343,84,103,1,4
2025-01-07,5344,79,103,1,5
2025-01-07,5345,100,104,1,4
2025-01-07,5346,60,104,1,4
2025-01-07,5347,94,104,1,5
2025-01-07,5348,35,105,1,4
2025-01-07,5349,32,106,1,3
2025-01-07,5349,32,104,1,5
2025-01-07,5350,58,107,1,3
2025-01-08,5351,73,101,1,5
2025-01-08,5352,86,101,1,4
2025-01-08,5353,44,101,1,3
2025-01-08,5354,64,101,1,4
2025-01-08,5355,24,101,1,4
2025-01-08,5356,28,101,1,4
2025-01-08,5357,34,101,1,4
2025-01-08,5358,36,101,1,5
2025-01-08,5359,90,101,1,4
2025-01-08,5360,72,101,1,3
2025-01-08,5361,67,101,1,3
2025-01-08,5362,11,101,1,3
2025-01-08,5363,93,102,1,4
2025-01-08,5363,93,101,1,4
2025-01-08,5364,98,102,1,3
2025-01-08,5364,98,101,1,4
2025-01-08,5365,83,102,1,5
2025-01-08,5365,83,101,1,4
2025-01-08,5366,3,102,1,3
2025-01-08,5366,3,101,1,4
2025-01-08,5367,52,102,1,5
2025-01-08,5367,52,101,1,4
2025-01-08,5368,85,102,1,5
2025-01-08,5368,85,101,1,4
2025-01-08,5369,71,103,1,5
2025-01-08,5370,45,103,1,4
2025-01-08,5371,96,103,1,5
2025-01-08,5372,43,103,1,4
2025-01-08,5373,90,104,1,4
2025-01-08,5374,35,104,1,4
2025-01-08,5375,33,105,1,3
2025-01-08,5376,16,105,1,5
2025-01-08,5377,25,105,1,4
2025-01-08,5378,16,105,1,5
2025-01-08,5379,69,105,1,5
2025-01-08,5380,24,106,1,3
2025-01-08,5380,24,104,1,5
2025-01-09,5381,62,101,1,4
2025-01-09,5382,93,101,1,5
2025-01-09,5383,98,101,1,5
2025-01-09,5384,77,101,1,4
2025-01-09,5385,13,101,1,3
2025-01-09,5386,38,101,1,3
2025-01-09,5387,47,101,1,3
2025-01-09,5388,39,101,1,3
2025-01-09,5389,91,101,1,5
2025-01-09,5390,17,101,1,4
2025-01-09,5391,6,101,1,3
2025-01-09,5392,71,101,1,4
2025-01-09,5393,90,102,1,3
2025-01-09,5393,90,101,1,4
2025-01-09,5394,97,102,1,4
2025-01-09,5394,97,101,1,4
2025-01-09,5395,2,102,1,5
2025-01-09,5395,2,101,1,4
2025-01-09,5396,62,102,1,4
2025-01-09,5396,62,101,1,4
2025-01-09,5397,7,102,1,4
2025-01-09,5398,62,102,1,3
2025-01-09,5399,52,102,1,4
2025-01-09,5399,52,101,1,4
2025-01-09,5400,81,102,1,5
2025-01-09,5400,81,101,1,4
2025-01-09,5401,20,102,1,5
2025-01-09,5402,11,102,1,3
2025-01-09,5402,11,101,1,4
2025-01-09,5403,98,102,1,4
2025-01-09,5403,98,101,1,4
2025-01-09,5404,80,102,1,3
2025-01-09,5404,80,101,1,4
2025-01-09,5405,49,102,1,4
2025-01-09,5406,39,102,1,5
2025-01-09,5407,40,103,1,5
2025-01-09,5408,80,103,1,3
2025-01-09,5409,79,104,1,5
2025-01-09,5410,13,104,1,3
2025-01-09,5411,81,104,1,3
2025-01-09,5412,34,104,1,5
2025-01-09,5413,11,105,1,3
2025-01-09,5414,31,105,1,3
2025-01-09,5415,71,105,1,3
2025-01-09,5416,21,108,1,3
2025-01-10,5417,53,101,1,4
2025-01-10,5418,89,101,1,5
2025-01-10,5419,61,101,1,4
2025-01-10,5420,5,102,1,3
2025-01-10,5420,5,101,1,4
2025-01-10,5421,37,102,1,5
2025-01-10,5422,10,102,1,5
2025-01-10,5422,10,101,1,4
2025-01-10,5423,34,102,1,5
2025-01-10,5423,34,101,1,4
2025-01-10,5424,26,102,1,4
2025-01-10,5424,26,101,1,4
2025-01-10,5425,29,102,1,5
2025-01-10,5425,29,101,1,4
2025-01-10,5426,35,102,1,3
2025-01-10,5426,35,101,1,4
2025-01-10,5427,22,102,1,4
2025-01-10,5427,22,101,1,4
2025-01-10,5428,73,102,1,4
2025-01-10,5428,73,101,1,4
2025-01-10,5429,60,102,1,5
2025-01-10,5429,60,101,1,4
2025-01-10,5430,52,102,1,4
2025-01-10,5430,52,101,1,4
2025-01-10,5431,64,102,1,4
2025-01-10,5431,64,101,1,4
2025-01-10,5432,6,103,1,4
2025-01-10,5433,95,103,1,4
2025-01-10,5434,78,104,1,4
2025-01-10,5435,4,104,1,3
2025-01-10,5436,30,104,1,5
2025-01-10,5437,74,105,1,5
2025-01-10,5438,3,105,1,5
2025-01-11,5439,35,101,1,5
2025-01-11,5440,6,101,1,3
2025-01-11,5441,61,101,1,5
2025-01-11,5442,84,101,1,4
2025-01-11,5443,36,101,1,3
2025-01-11,5444,75,101,1,4
2025-01-11,5445,82,101,1,4
2025-01-11,5446,12,102,1,4
2025-01-11,5446,12,101,1,4
2025-01-11,5447,43,102,1,4
2025-01-11,5447,43,101,1,4
2025-01-11,5448,21,102,1,4
2025-01-11,5448,21,101,1,4
2025-01-11,5449,64,102,1,4
2025-01-11,5449,64,101,1,4
2025-01-11,5450,52,105,1,5
2025-01-11,5451,5,108,1,4
2025-01-12,5452,12,101,1,4
2025-01-12,5453,33,101,1,4
2025-01-12,5454,15,101,1,4
2025-01-12,5455,66,101,1,3
2025-01-12,5456,85,101,1,5
2025-01-12,5457,60,101,1,4
2025-01-12,5458,7,101,1,3
2025-01-12,5459,67,101,1,4
2025-01-12,5460,80,101,1,4
2025-01-12,5461,81,102,1,4
2025-01-12,5461,81,101,1,4
2025-01-12,5462,27,102,1,4
2025-01-12,5462,27,101,1,4
2025-01-12,5463,37,102,1,4
2025-01-12,5464,63,102,1,3
2025-01-12,5464,63,101,1,4
2025-01-12,5465,81,102,1,5
2025-01-12,5465,81,101,1,4
2025-01-12,5466,91,102,1,3
2025-01-12,5466,91,101,1,4
2025-01-12,5467,2,102,1,5
2025-01-12,5467,2,101,1,4
2025-01-12,5468,29,103,1,3
2025-01-12,5469,60,103,1,3
2025-01-12,5470,83,103,1,3
2025-01-12,5471,64,104,1,5
2025-01-12,5472,38,105,1,5
2025-01-12,5473,91,105,1,4
2025-01-13,5474,54,101,1,4
2025-01-13,5475,61,101,1,3
2025-01-13,5476,59,101,1,5
2025-01-13,5477,19,101,1,4
2025-01-13,5478,25,101,1,5
2025-01-13,5479,66,101,1,5
2025-01-13,5480,18,101,1,3
2025-01-13,5481,36,101,1,4
2025-01-13,5482,44,101,1,5
2025-01-13,5483,35,102,1,3
2025-01-13,5483,35,101,1,4
2025-01-13,5484,39,102,1,5
2025-01-13,5484,39,101,1,4
2025-01-13,5485,85,102,1,4
2025-01-13,5486,58,102,1,5
2025-01-13,5486,58,101,1,4
2025-01-13,5487,43,102,1,5
2025-01-13,5487,43,101,1,4
2025-01-13,5488,49,102,1,4
2025-01-13,5489,25,102,1,5
2025-01-13,5489,25,101,1,4
2025-01-13,5490,50,102,1,3
2025-01-13,5491,53,102,1,3
2025-01-13,5491,53,101,1,4
2025-01-13,5492,61,103,1,5
2025-01-13,5493,49,103,1,4
2025-01-13,5494,85,103,1,5
2025-01-13,5495,20,104,1,4
2025-01-13,5496,5,105,1,3
2025-01-13,5497,65,108,1,5
2025-01-14,5498,43,101,1,3
2025-01-14,5499,57,101,1,3
2025-01-14,5500,68,101,1,4
2025-01-14,5501,2,101,1,5
2025-01-14,5502,19,101,1,4
2025-01-14,5503,84,101,1,3
2025-01-14,5504,10,101,1,4
2025-01-14,5505,34,101,1,4
2025-01-14,5506,80,101,1,5
2025-01-14,5507,51,102,1,5
2025-01-14,5507,51,101,1,4
2025-01-14,5508,43,102,1,5
2025-01-14,5509,49,102,1,4
2025-01-14,5509,49,101,1,4
2025-01-14,5510,98,102,1,4
2025-01-14,5511,5,102,1,5
2025-01-14,5511,5,101,1,4
2025-01-14,5512,81,102,1,5
2025-01-14,5513,30,102,1,5
2025-01-14,5513,30,101,1,4
2025-01-14,5514,13,102,1,5
2025-01-14,5514,13,101,1,4
2025-01-14,5515,13,102,1,4
2025-01-14,5515,13,101,1,4
2025-01-14,5516,39,102,1,3
2025-01-14,5516,39,101,1,4
2025-01-14,5517,8,104,1,4
2025-01-14,5518,46,104,1,4
2025-01-14,5519,56,105,1,3
2025-01-15,5520,32,101,1,5
2025-01-15,5521,53,101,1,5
2025-01-15,5522,88,101,1,3
2025-01-15,5523,22,101,1,3
2025-01-15,5524,11,101,1,5
2025-01-15,5525,49,101,1,5
2025-01-15,5526,88,101,1,3
2025-01-15,5527,64,102,1,5
2025-01-15,5527,64,101,1,4
2025-01-15,5528,60,102,1,5
2025-01-15,5528,60,101,1,4
2025-01-15,5529,33,102,1,5
2025-01-15,5529,33,101,1,4
2025-01-15,5530,60,102,1,4
2025-01-15,5530,60,101,1,4
2025-01-15,5531,21,102,1,3
2025-01-15,5531,21,101,1,4
2025-01-15,5532,45,102,1,5
2025-01-15,5532,45,101,1,4
2025-01-15,5533,55,102,1,5
2025-01-15,5533,55,101,1,4
2025-01-15,5534,39,102,1,3
2025-01-15,5535,62,102,1,3
2025-01-15,5535,62,101,1,4
2025-01-15,5536,74,102,1,4
2025-01-15,5536,74,101,1,4
2025-01-15,5537,90,102,1,4
2025-01-15,5537,90,101,1,4
2025-01-15,5538,85,103,1,4
2025-01-15,5539,36,103,1,3
2025-01-15,5540,73,103,1,5
2025-01-15,5541,100,104,1,5
2025-01-15,5542,7,104,1,5
2025-01-15,5543,96,105,1,4
2025-01-16,5544,37,101,1,3
2025-01-16,5545,78,101,1,4
2025-01-16,5546,29,101,1,5
2025-01-16,5547,25,101,1,5
2025-01-16,5548,33,101,1,5
2025-01-16,5549,97,101,1,5
2025-01-16,5550,99,101,1,5
2025-01-16,5551,88,101,1,3
2025-01-16,5552,81,101,1,3
2025-01-16,5553,81,101,1,5
2025-01-16,5554,6,101,1,4
2025-01-16,5555,57,102,1,3
2025-01-16,5555,57,101,1,4
2025-01-16,5556,94,102,1,3
2025-01-16,5556,94,101,1,4
2025-01-16,5557,38,102,1,4
2025-01-16,5557,38,101,1,4
2025-01-16,5558,23,102,1,3
2025-01-16,5558,23,101,1,4
2025-01-16,5559,70,102,1,4
2025-01-16,5559,70,101,1,4
2025-01-16,5560,35,102,1,3
2025-01-16,5560,35,101,1,4
2025-01-16,5561,62,102,1,4
2025-01-16,5561,62,101,1,4
2025-01-16,5562,44,102,1,3
2025-01-16,5562,44,101,1,4
2025-01-16,5563,10,102,1,3
2025-01-16,5563,10,101,1,4
2025-01-16,5564,29,102,1,5
2025-01-16,5564,29,101,1,4
2025-01-16,5565,51,103,1,5
2025-01-16,5566,47,103,1,3
2025-01-16,5567,51,104,1,3
2025-01-16,5568,34,105,1,5
2025-01-16,5569,16,108,1,4
2025-01-17,5570,48,101,1,5
2025-01-17,5571,96,101,1,5
2025-01-17,5572,34,101,1,5
2025-01-17,5573,49,101,1,5
2025-01-17,5574,48,101,1,3
2025-01-17,5575,87,101,1,3
2025-01-17,5576,61,101,1,3
2025-01-17,5577,80,102,1,5
2025-01-17,5577,80,101,1,4
2025-01-17,5578,79,102,1,3
2025-01-17,5578,79,101,1,4
2025-01-17,5579,82,102,1,4
2025-01-17,5580,39,102,1,5
2025-01-17,5580,39,101,1,4
2025-01-17,5581,18,102,1,3
2025-01-17,5582,39,102,1,4
2025-01-17,5582,39,101,1,4
2025-01-17,5583,31,102,1,5
2025-01-17,5583,31,101,1,4
2025-01-17,5584,59,102,1,4
2025-01-17,5584,59,101,1,4
2025-01-17,5585,96,102,1,5
2025-01-17,5586,54,102,1,5
2025-01-17,5586,54,101,1,4
2025-01-17,5587,20,102,1,4
2025-01-17,5587,20,101,1,4
2025-01-17,5588,63,103,1,5
2025-01-17,5589,53,103,1,4
2025-01-17,5590,5,104,1,5
2025-01-17,5591,48,104,1,3
2025-01-17,5592,57,105,1,4
2025-01-17,5593,31,105,1,4
2025-01-17,5594,13,105,1,5
2025-01-17,5595,48,105,1,5
2025-01-17,5596,83,105,1,4
2025-01-17,5597,8,105,1,4
2025-01-18,5598,36,101,1,3
2025-01-18,5599,16,101,1,4
2025-01-18,5600,12,101,1,5
2025-01-18,5601,28,101,1,5
